slno, Wall_1,Humid1, Wall_2,Humid2, Wall3,Humid3, Wall_4,Humid4, Outside, T_m, U_PID, Fanspeed
413,28,95,28,81,28,95,27,86,28,27,-6.266666667,0
414,28,95,28,80,28,95,27,85,28,26.66666667,-7.783333333,0
415,28,95,28,79,28,95,27,84,28,26.66666667,-7.8,0
416,28,95,28,79,28,95,27,83,28,26.66666667,-7.816666667,0
417,28,95,28,78,28,95,27,83,28,26.66666667,-7.833333333,0
418,28,95,28,78,28,95,27,83,28,26.66666667,-7.85,0
419,28,95,28,77,28,95,27,82,28,26.66666667,-7.866666667,0
420,28,95,28,76,28,94,27,81,28,26.66666667,-7.883333333,0
421,28,95,28,76,28,95,27,81,28,26.66666667,-7.9,0
422,28,95,28,75,28,94,27,81,28,26.66666667,-7.916666667,0
423,28,95,28,75,28,95,27,80,28,26.66666667,-7.933333333,0
424,28,95,28,75,28,95,27,80,28,26.66666667,-7.95,0
425,28,94,28,74,28,95,27,79,28,26.66666667,-7.966666667,0
426,26,94,28,74,28,94,27,79,28,26.66666667,-7.983333333,0
427,26,94,28,73,28,94,27,81,28,26.66666667,-8,0
428,26,95,28,73,28,95,27,83,28,26.66666667,-8.016666667,0
429,26,95,28,73,28,95,27,83,28,26.66666667,-8.033333333,0
430,26,95,28,73,28,95,27,83,28,26.33333333,-9.566666667,0
431,26,95,28,74,28,95,27,83,28,26.33333333,-9.6,0
432,26,95,27,74,28,95,27,85,28,26.33333333,-9.633333333,0
433,26,95,27,75,28,95,27,85,28,26,-11.18333333,0
434,26,95,27,75,28,95,27,85,28,26,-11.23333333,0
435,26,95,27,76,28,95,27,85,28,26,-11.28333333,0
436,26,95,27,76,28,95,27,85,28,26,-11.33333333,0
437,26,95,27,76,28,95,27,86,28,26,-11.38333333,0
438,26,95,27,77,28,95,27,86,28,26,-11.43333333,0
439,26,95,27,77,28,95,27,86,28,26.33333333,-9.966666667,0
440,26,95,27,78,28,95,27,86,28,26.33333333,-10,0
441,26,95,27,79,28,95,27,86,28,26.33333333,-10.03333333,0
442,26,95,27,79,28,95,27,86,28,26.33333333,-10.06666667,0
443,26,95,27,80,28,95,27,86,28,26.33333333,-10.1,0
444,26,95,27,80,28,95,27,86,28,26.33333333,-10.13333333,0
445,26,95,27,81,28,95,27,86,28,26.33333333,-10.16666667,0
446,26,95,27,81,28,95,27,87,28,26.33333333,-10.2,0
447,26,95,27,81,28,95,27,87,28,26.33333333,-10.23333333,0
448,26,95,27,81,28,95,27,87,28,26.33333333,-10.26666667,0
449,26,95,27,82,28,95,27,87,28,26.33333333,-10.3,0
450,26,95,27,82,28,95,27,88,28,26.33333333,-10.33333333,0
451,26,95,27,82,28,95,27,88,28,26.33333333,-10.36666667,0
452,26,95,27,82,28,95,27,88,28,26.33333333,-10.4,0
453,26,95,27,82,28,95,27,88,28,26.33333333,-10.43333333,0
454,26,95,27,82,28,95,27,88,28,26.33333333,-10.46666667,0
455,26,95,27,83,28,95,27,88,28,26.33333333,-10.5,0
456,26,95,27,83,28,95,27,89,28,26.33333333,-10.53333333,0
457,26,95,27,83,28,95,27,89,28,26.33333333,-10.56666667,0
458,26,95,27,83,28,95,27,89,28,26.33333333,-10.6,0
459,26,95,27,83,28,95,27,89,28,26.33333333,-10.63333333,0
460,26,95,27,83,28,95,27,89,28,26.33333333,-10.66666667,0
461,26,95,27,84,28,95,27,89,28,26.33333333,-10.7,0
462,26,95,27,84,28,95,27,89,28,26.33333333,-10.73333333,0
463,26,95,27,84,28,95,27,89,28,26.33333333,-10.76666667,0
464,26,95,27,84,28,95,27,90,28,26.33333333,-10.8,0
465,26,95,27,85,28,95,27,90,28,26.33333333,-10.83333333,0
466,26,95,27,85,28,95,27,90,28,26.66666667,-9.35,0
467,26,95,27,85,28,95,27,90,28,26.66666667,-9.366666667,0
468,26,95,27,85,28,95,27,90,28,26.66666667,-9.383333333,0
469,26,95,27,85,28,95,27,90,28,26.66666667,-9.4,0
470,26,95,27,85,28,95,27,90,28,26.66666667,-9.416666667,0
471,26,95,27,85,28,95,27,90,28,26.66666667,-9.433333333,0
472,26,95,27,85,28,95,27,91,28,26.66666667,-9.45,0
473,27,95,27,86,28,95,27,91,28,27,-7.95,0
474,27,95,27,85,28,95,27,90,28,27,-7.95,0
475,27,95,27,86,28,95,27,91,28,27,-7.95,0
476,27,95,27,86,28,95,27,91,28,27,-7.95,0
477,27,95,27,86,28,95,27,91,28,27,-7.95,0
478,27,95,27,86,28,95,27,91,28,27,-7.95,0
479,27,95,27,86,28,95,27,91,28,27,-7.95,0
480,27,95,27,86,28,95,27,91,28,27,1.15,1
481,27,95,27,86,28,95,27,91,28,27,1.25,1
482,27,95,27,86,28,95,27,91,28,27,1.35,1
483,27,95,27,86,28,95,27,91,28,27,1.45,1
484,27,95,27,86,28,95,27,91,28,27,1.55,1
485,27,95,27,86,28,95,27,91,28,27,1.65,1
486,27,95,27,86,28,95,27,91,28,27,1.75,1
487,27,95,27,86,28,95,27,91,28,27,1.85,1
488,27,95,27,86,28,95,27,91,28,27,1.95,1
489,27,95,27,87,28,95,27,91,28,27,2.05,1
490,27,95,27,86,28,95,27,88,28,27,2.15,1
491,27,95,27,86,28,95,27,88,28,27,2.25,1
492,27,95,27,85,28,95,27,88,28,27,2.35,1
493,27,95,27,85,28,95,26,88,28,26.33333333,-0.583333333,0
494,27,95,27,84,28,95,26,87,28,26.33333333,-0.516666667,0
495,27,95,27,84,28,95,26,88,28,26.33333333,-0.45,0
496,25,95,27,83,28,95,26,88,28,26,-1.9,0
497,25,95,27,82,28,95,26,87,28,26,-1.85,0
498,25,95,27,81,27,95,26,88,28,26,-1.8,0
499,25,95,27,81,27,95,26,89,28,26,-1.75,0
500,25,95,27,81,27,95,26,89,28,26,-1.7,0
501,25,95,27,80,27,95,26,88,28,26,-1.65,0
502,25,95,27,80,27,95,26,87,28,26,-1.6,0
503,25,95,27,79,27,95,26,87,28,26,-1.55,0
504,25,95,27,78,27,95,26,86,28,26,-1.5,0
505,25,95,27,78,27,95,26,85,28,26,-1.45,0
506,25,95,27,77,27,95,26,84,28,26,-1.4,0
507,25,95,27,77,27,95,26,84,28,26,-1.35,0
508,25,95,27,76,27,95,26,83,28,26,-1.3,0
509,25,95,27,76,27,95,26,83,28,26,-1.25,0
510,25,95,27,75,27,95,26,83,28,26,-1.2,0
511,25,95,27,74,27,95,26,81,28,26,-1.15,0
512,25,95,27,74,27,95,26,80,28,26,-1.1,0
513,25,95,27,74,27,93,26,80,28,26,-1.05,0
514,25,94,27,73,27,95,26,79,28,26,-1,0
515,25,94,27,73,27,95,26,79,28,26,-0.95,0
516,25,94,27,73,27,93,26,79,28,26,-0.9,0
517,25,92,27,72,27,94,26,78,28,26,-0.85,0
518,25,92,26,72,27,94,26,78,28,25.66666667,-2.316666667,0
519,25,92,26,71,27,93,26,77,28,25.66666667,-2.283333333,0
520,25,92,26,71,27,92,26,78,28,25.66666667,-2.25,0
521,25,90,26,70,27,92,26,76,28,25.66666667,-2.216666667,0
522,25,90,26,70,27,91,26,75,28,25.66666667,-2.183333333,0
523,25,89,26,70,27,91,26,75,28,25.66666667,-2.15,0
524,25,88,26,69,27,91,26,75,28,25.66666667,-2.116666667,0
525,25,90,26,69,27,90,26,75,28,25.66666667,-2.083333333,0
526,25,90,26,68,27,89,26,74,28,25.66666667,-2.05,0
527,25,88,26,68,27,88,26,74,28,25.66666667,-2.016666667,0
528,25,89,26,68,27,89,26,72,28,25.66666667,-1.983333333,0
529,25,89,26,68,27,89,26,72,28,25.66666667,-1.95,0
530,25,89,26,67,27,88,26,72,28,25.66666667,-1.916666667,0
531,25,89,26,67,27,88,26,72,28,25.66666667,-1.883333333,0
532,25,88,26,67,27,89,26,72,28,25.66666667,-1.85,0
533,25,87,26,67,27,87,26,72,28,25.66666667,-1.816666667,0
534,25,88,26,66,27,87,26,71,28,25.66666667,-1.783333333,0
535,25,87,26,66,27,89,26,71,28,25.66666667,-1.75,0
536,25,87,26,66,27,87,26,71,28,25.66666667,-1.716666667,0
537,25,85,26,65,27,88,26,71,28,25.66666667,-1.683333333,0
538,25,86,26,65,27,87,26,71,28,25.66666667,-1.65,0
539,25,86,26,65,27,87,26,70,28,25.66666667,-1.616666667,0
540,25,85,26,64,27,87,26,69,28,25.66666667,-1.583333333,0
541,25,85,26,64,27,88,26,69,28,25.66666667,-1.55,0
542,25,84,26,64,27,88,26,68,28,25.66666667,-1.516666667,0
543,25,84,26,64,27,88,26,68,28,25.66666667,-1.483333333,0
544,25,84,26,64,27,86,26,67,28,25.66666667,-1.45,0
545,25,84,26,63,27,85,26,68,28,25.66666667,-1.416666667,0
546,25,79,26,63,27,86,26,67,28,25.66666667,-1.383333333,0
547,24,78,26,62,27,87,26,67,28,25.33333333,-2.866666667,0
548,24,77,26,62,27,87,25,66,28,25,-4.366666667,0
549,24,79,26,61,27,88,25,65,28,25,-4.366666667,0
550,24,79,26,61,27,88,25,66,28,25,-4.366666667,0
551,24,81,26,61,27,85,25,66,28,24.66666667,-5.883333333,0
552,24,82,26,62,27,87,25,67,28,24.66666667,-5.9,0
553,24,82,26,62,27,89,25,67,28,24.66666667,-5.916666667,0
554,24,82,26,62,27,88,25,67,28,24.66666667,-5.933333333,0
555,24,82,26,61,27,87,25,69,28,24.33333333,-7.466666667,0
556,24,83,26,61,27,86,25,69,28,24.33333333,-7.5,0
557,24,83,26,61,27,87,25,72,28,24.33333333,-7.533333333,0
558,24,87,26,61,27,89,25,72,28,24.33333333,-7.566666667,0
559,24,89,26,62,27,88,25,73,28,24.33333333,-7.6,0
560,24,91,26,62,27,87,25,75,28,24.33333333,-7.633333333,0
561,24,93,26,63,27,87,25,75,28,24.33333333,-7.666666667,0
562,24,90,26,63,27,90,25,76,28,24.66666667,-6.183333333,0
563,24,89,26,65,27,88,25,77,28,25,-4.683333333,0
564,24,90,26,65,27,90,25,77,28,25,-4.683333333,0
565,24,91,26,66,27,89,25,78,28,25,-4.683333333,0
566,24,89,26,68,27,89,25,78,28,25,-4.683333333,0
567,24,89,26,68,27,90,25,78,28,25,-4.683333333,0
568,24,89,26,69,27,93,25,77,28,25,-4.683333333,0
569,24,90,26,70,27,93,25,77,28,25,-4.683333333,0
570,24,90,26,70,27,93,25,76,28,25,-4.683333333,0
571,24,91,26,70,27,93,25,76,28,25,-4.683333333,0
572,24,90,26,70,27,92,25,77,28,25,-4.683333333,0
573,24,90,26,70,27,93,24,76,28,24.66666667,-6.2,0
574,24,91,26,69,27,95,24,77,28,24.66666667,-6.216666667,0
575,24,90,26,69,27,93,24,77,28,24.66666667,-6.233333333,0
576,24,90,26,69,27,93,24,76,28,24.66666667,-6.25,0
577,24,89,26,69,27,92,24,76,28,24.66666667,-6.266666667,0
578,24,88,26,68,27,92,24,76,28,24.66666667,-6.283333333,0
579,24,88,26,68,27,92,24,75,28,24.33333333,-7.816666667,0
580,24,88,26,68,27,93,24,75,28,24.66666667,-6.333333333,0
581,24,87,26,68,27,91,24,74,28,24.33333333,-7.866666667,0
582,24,87,26,66,27,90,24,74,28,24,-9.416666667,0
583,24,87,26,66,27,91,24,74,28,24,-9.466666667,0
584,24,87,26,66,27,92,24,74,28,24,-9.516666667,0
585,24,87,26,66,27,91,24,74,28,24,-9.566666667,0
586,24,87,26,65,27,91,24,74,28,24,-9.616666667,0
587,24,87,26,65,27,92,24,73,28,24,-9.666666667,0
588,24,87,26,65,27,92,24,74,28,24,-9.716666667,0
589,24,88,26,65,27,90,24,75,28,24,-9.766666667,0
590,24,90,26,65,27,91,24,77,28,24,-9.816666667,0
591,24,92,26,64,27,88,24,77,28,24,-9.866666667,0
592,24,92,26,65,27,86,24,79,28,24,-9.916666667,0
593,24,95,26,65,27,93,24,81,28,24,-9.966666667,0
594,24,95,26,66,27,92,24,80,28,24.33333333,-8.5,0
595,24,93,26,67,27,93,24,81,28,24.33333333,-8.533333333,0
596,24,93,26,67,27,95,24,81,28,24.33333333,-8.566666667,0
597,24,92,26,68,27,95,24,80,28,24.33333333,-8.6,0
598,24,93,26,69,27,95,24,80,28,24.66666667,-7.116666667,0
599,24,94,26,69,27,95,24,80,28,24.66666667,-7.133333333,0
600,24,89,26,69,27,95,24,79,28,25,-5.633333333,0
601,24,89,26,69,27,95,24,79,28,25,-5.633333333,0
602,24,88,26,70,27,94,24,78,28,25,-5.633333333,0
603,24,88,26,71,27,92,24,78,28,25,-5.633333333,0
604,24,88,26,70,27,92,24,78,28,25,-5.633333333,0
605,24,88,26,70,27,93,24,78,28,25,-5.633333333,0
606,24,88,26,70,27,93,24,77,28,25,-5.633333333,0
607,24,89,26,69,27,94,24,75,28,25,-5.633333333,0
608,25,87,26,69,27,92,24,75,28,25.33333333,-4.116666667,0
609,25,87,26,68,27,92,24,74,28,25,-5.616666667,0
610,25,86,26,68,27,90,24,72,28,25.33333333,-4.1,0
611,25,86,26,68,27,91,24,72,28,25.33333333,-4.083333333,0
612,25,86,26,67,27,91,24,71,28,25.33333333,-4.066666667,0
613,25,86,26,66,27,91,24,71,28,25.33333333,-4.05,0
614,25,85,26,66,27,91,24,71,28,25.33333333,-4.033333333,0
615,25,83,26,66,27,93,24,70,28,25.33333333,-4.016666667,0
616,25,84,26,65,27,93,25,72,28,25.66666667,-2.483333333,0
617,25,84,26,65,27,91,25,71,28,25.66666667,-2.45,0
618,25,82,26,65,27,89,25,70,28,25.66666667,-2.416666667,0
619,25,83,26,64,27,90,25,70,28,25.66666667,-2.383333333,0
620,25,81,26,64,27,90,25,69,28,25.66666667,-2.35,0
621,25,82,26,63,27,91,25,69,28,25.66666667,-2.316666667,0
622,25,81,26,63,27,90,25,71,28,25.66666667,-2.283333333,0
623,25,81,26,63,27,93,25,71,28,25.66666667,-2.25,0
624,25,82,26,63,27,94,25,73,28,25.33333333,-3.733333333,0
625,25,85,26,62,27,94,25,73,28,25.33333333,-3.716666667,0
626,25,86,26,63,27,95,25,73,28,25,-5.216666667,0
627,25,83,26,63,27,94,25,73,28,25,-5.216666667,0
628,25,84,26,64,27,93,25,74,28,25,-5.216666667,0
629,25,85,26,64,27,91,25,75,28,25,-5.216666667,0
630,25,87,26,64,27,93,25,75,28,25,-5.216666667,0
631,25,87,26,64,27,93,25,76,28,25,-5.216666667,0
632,25,85,26,65,27,92,25,74,28,25,-5.216666667,0
633,25,84,26,65,27,90,25,74,28,25,-5.216666667,0
634,25,84,26,66,27,92,25,74,28,25,-5.216666667,0
635,25,84,26,67,27,94,25,74,28,25,-5.216666667,0
636,25,84,26,67,27,93,25,74,28,25,-5.216666667,0
637,25,84,26,67,27,91,25,74,28,25,-5.216666667,0
638,25,84,26,67,27,93,25,72,28,25.33333333,-3.7,0
639,25,84,26,67,27,91,25,73,28,25.66666667,-2.166666667,0
640,25,84,26,67,27,91,25,73,28,25.66666667,-2.133333333,0
641,25,83,26,66,27,91,25,72,28,25.66666667,-2.1,0
642,25,83,26,66,27,88,25,71,28,25.66666667,-2.066666667,0
643,25,84,26,65,27,89,25,70,28,25.66666667,-2.033333333,0
644,25,81,26,65,27,90,25,70,28,25.66666667,-2,0
645,25,81,26,64,27,88,25,70,28,25.66666667,-1.966666667,0
646,25,82,26,64,27,88,25,70,28,25.33333333,-3.45,0
647,25,82,26,64,27,88,25,70,28,25.33333333,-3.433333333,0
648,25,81,26,63,27,88,25,69,28,25.66666667,-1.9,0
649,25,81,26,63,27,89,25,69,28,25.66666667,-1.866666667,0
650,25,82,26,63,27,88,25,69,28,25.66666667,-1.833333333,0
651,24,80,26,62,27,87,25,68,28,25.33333333,-3.316666667,0
652,24,79,26,62,27,90,25,68,28,25.33333333,-3.3,0
653,24,80,26,62,27,89,25,68,28,25.33333333,-3.283333333,0
654,24,80,26,62,27,88,25,70,28,25.33333333,-3.266666667,0
655,24,81,26,62,27,92,25,71,28,25,-4.766666667,0
656,24,82,26,62,27,94,25,72,28,25.33333333,-3.25,0
657,24,83,26,61,27,92,25,72,28,25,-4.75,0
658,24,83,26,62,27,91,25,73,28,25,-4.75,0
659,24,83,26,62,27,91,25,73,28,25,-4.75,0
660,24,86,26,63,27,92,25,73,28,25,-4.75,0
661,24,85,26,63,27,94,25,74,28,25,-4.75,0
662,24,87,26,63,27,94,25,75,28,25,-4.75,0
663,24,85,26,64,27,94,25,74,28,25,-4.75,0
664,24,84,26,64,27,93,25,74,28,25,-4.75,0
665,24,83,26,65,27,92,25,74,28,25,-4.75,0
666,24,83,26,66,27,88,25,74,28,25,-4.75,0
667,24,83,26,66,27,88,25,74,28,25,-4.75,0
668,24,82,26,66,27,88,25,74,28,25,-4.75,0
669,24,83,26,66,27,90,25,73,28,25,-4.75,0
670,24,83,26,66,27,90,25,72,28,25,-4.75,0
671,24,83,26,66,27,89,25,72,28,25,-4.75,0
672,24,82,26,65,27,89,25,71,28,25,-4.75,0
673,24,83,26,65,27,89,26,71,28,25.33333333,-3.233333333,0
674,24,82,26,65,27,89,26,71,28,25.33333333,-3.216666667,0
675,24,83,26,65,27,88,26,71,28,25.33333333,-3.2,0
676,24,82,26,64,27,89,26,70,28,25.66666667,-1.666666667,0
677,24,81,26,64,27,89,26,70,28,25.66666667,-1.633333333,0
678,24,82,26,63,27,89,26,70,28,25.66666667,-1.6,0
679,24,80,26,63,27,90,26,69,28,25.66666667,-1.566666667,0
680,24,81,26,63,27,88,26,69,28,25.33333333,-3.05,0
681,24,81,26,63,27,87,26,69,28,25.66666667,-1.516666667,0
682,24,80,26,62,27,88,26,68,28,25.66666667,-1.483333333,0
683,24,80,26,62,27,88,26,68,28,25.66666667,-1.45,0
684,24,78,26,62,27,88,26,68,28,25.33333333,-2.933333333,0
685,24,77,26,61,27,85,26,67,28,25.33333333,-2.916666667,0
686,24,79,26,61,27,88,26,71,28,25,-4.416666667,0
687,25,78,26,61,27,91,26,71,28,25.33333333,-2.9,0
688,25,82,26,61,27,92,26,72,28,25.33333333,-2.883333333,0
689,25,81,26,61,27,92,26,71,28,25,-4.383333333,0
690,25,81,26,62,27,92,26,72,28,25,-4.383333333,0
691,25,84,26,63,27,91,26,74,28,25,-4.383333333,0
692,25,85,26,62,27,93,26,74,28,25,-4.383333333,0
693,25,86,26,63,27,93,26,74,28,25,-4.383333333,0
694,25,84,26,63,27,90,26,74,28,25,-4.383333333,0
695,25,84,26,64,27,92,26,74,28,25,-4.383333333,0
696,25,83,26,64,27,92,26,74,28,25,-4.383333333,0
697,25,83,26,65,27,90,26,74,28,25,-4.383333333,0
698,25,83,26,65,27,91,26,74,28,25,-4.383333333,0
699,25,83,26,65,27,89,26,73,28,25,-4.383333333,0
700,25,83,26,65,27,88,26,72,28,25,-4.383333333,0
701,25,83,26,66,27,87,26,72,28,25,-4.383333333,0
702,25,83,26,66,27,88,26,71,28,25,-4.383333333,0
703,25,83,26,65,27,88,26,70,28,25,-4.383333333,0
704,25,82,26,65,27,88,26,70,28,25,-4.383333333,0
705,25,81,26,64,27,89,26,70,28,25,-4.383333333,0
706,25,82,26,64,27,87,26,69,28,25,-4.383333333,0
707,25,82,26,64,27,89,26,69,28,25,-4.383333333,0
708,25,81,26,63,27,89,26,68,28,25.33333333,-2.866666667,0
709,25,81,26,63,27,90,26,68,28,25.33333333,-2.85,0
710,25,80,26,63,27,87,26,68,28,25.33333333,-2.833333333,0
711,25,80,26,62,27,87,26,68,28,25.33333333,-2.816666667,0
712,25,79,26,62,27,86,26,67,28,25.33333333,-2.8,0
713,25,79,26,62,27,86,26,66,28,25.33333333,-2.783333333,0
714,25,78,26,62,27,88,26,66,28,25.33333333,-2.766666667,0
715,25,77,26,61,27,89,26,66,28,25.33333333,-2.75,0
716,25,79,26,61,27,88,26,65,28,25,-4.25,0
717,25,78,26,61,27,89,26,66,28,25,-4.25,0
718,25,80,26,60,27,88,26,69,28,25.33333333,-2.733333333,0
719,25,79,26,61,27,91,26,71,28,25,-4.233333333,0
720,25,69,26,63,27,81,26,69,28,,,
721,25,67,26,63,27,80,26,69,28,,,
722,25,66,26,63,27,80,26,69,28,,,
723,25,67,26,62,27,79,26,68,28,,,
724,25,67,26,62,27,81,26,68,28,,,
725,25,66,26,62,27,80,26,69,28,,,
726,25,67,26,62,27,82,26,69,28,,,
727,25,65,26,62,27,83,26,70,28,,,
728,25,67,26,63,27,82,26,70,28,,,
729,25,67,26,64,27,83,26,71,28,,,
730,25,67,26,64,27,83,26,72,28,,,
731,25,68,26,65,27,84,26,72,28,,,
732,25,67,26,65,27,82,26,73,28,,,
733,25,66,26,65,27,84,26,73,28,,,
734,25,66,26,66,27,83,26,72,28,,,
735,25,67,26,67,27,83,26,72,28,,,
736,25,68,26,66,27,83,26,72,28,,,
737,24,68,26,66,27,82,26,72,28,,,
738,24,68,26,66,27,82,26,72,28,,,
739,24,68,26,65,27,81,26,72,28,,,
740,24,65,26,64,27,83,26,71,28,,,
741,24,67,26,64,27,81,26,70,28,,,
742,24,66,26,64,27,81,26,70,28,,,
743,24,66,26,63,27,80,26,69,28,,,
744,24,65,26,63,27,81,26,68,28,,,
745,24,66,26,62,27,80,26,67,28,,,
746,24,66,26,61,27,79,26,67,28,,,
747,24,66,26,61,27,78,26,66,28,,,
748,24,64,26,60,27,80,26,66,28,,,
749,24,66,26,60,27,78,26,65,28,,,
750,24,65,26,60,27,80,26,65,28,,,
751,24,65,26,59,27,77,26,64,28,,,
752,24,64,26,59,27,78,26,64,28,,,
753,24,64,26,58,27,76,26,63,28,,,
754,24,63,26,58,27,76,26,63,28,,,
755,24,63,26,58,27,77,26,62,28,,,
756,23,63,26,57,27,77,26,62,28,,,
757,23,63,26,57,27,78,26,62,28,,,
758,23,62,26,57,27,76,26,61,28,,,
759,23,61,26,57,27,76,26,61,28,,,
760,23,61,26,57,27,76,26,61,28,,,
761,23,62,26,56,26,75,26,60,28,,,
762,23,61,26,56,26,76,26,60,28,,,
763,23,61,26,55,26,76,26,60,28,,,
764,23,61,26,55,26,78,26,60,28,,,
765,23,62,26,55,26,75,26,60,28,,,
766,23,61,26,55,26,75,26,59,28,,,
767,23,60,26,54,26,74,26,59,28,,,
768,23,60,26,54,26,76,26,58,28,,,
769,23,61,26,54,26,75,26,58,28,,,
770,23,59,26,54,26,75,26,58,28,,,
771,23,59,26,53,26,73,26,58,28,,,
772,23,59,26,53,26,75,26,58,28,,,
773,23,60,26,53,26,74,26,58,28,,,
774,23,59,26,53,26,73,26,57,28,,,
775,23,59,26,53,26,74,26,57,28,,,
776,23,59,26,52,26,74,26,57,28,,,
777,23,60,26,52,26,74,26,57,28,,,
778,23,59,26,52,26,76,26,57,28,,,
779,23,59,26,52,26,72,26,56,28,,,
780,22,59,26,52,26,74,26,56,28,,,
781,22,59,26,51,26,72,26,56,28,,,
782,22,57,26,51,26,74,26,56,28,,,
783,22,58,26,51,26,75,26,56,28,,,
784,22,57,26,51,26,73,26,55,28,,,
785,22,58,26,51,26,73,26,56,28,,,
786,22,56,26,51,26,73,25,54,28,,,
787,22,57,26,51,26,73,25,54,28,,,
788,22,57,26,50,26,75,25,54,28,,,
789,22,58,26,50,26,73,25,54,28,,,
790,22,57,26,50,26,72,25,54,28,,,
791,22,56,26,50,26,72,25,54,28,,,
792,22,57,26,50,26,72,25,54,28,,,
793,22,57,26,50,26,74,25,53,28,,,
794,22,56,26,50,26,73,25,53,28,,,
795,22,57,26,50,26,73,25,53,28,,,
796,22,57,26,48,26,72,25,53,28,,,
797,22,56,26,49,26,73,25,53,28,,,
798,22,56,26,49,26,73,25,53,28,,,
799,22,56,25,48,26,72,25,53,28,,,
800,22,56,25,48,26,72,25,53,28,,,
801,22,56,25,48,26,72,25,53,28,,,
802,22,56,25,48,26,72,25,53,28,,,
803,22,56,25,47,26,73,25,52,28,,,
804,22,55,25,48,26,72,25,52,28,,,
805,22,55,25,48,26,72,25,52,28,,,
806,22,55,25,47,26,74,25,52,28,,,
807,22,55,25,48,26,70,25,51,28,,,
808,22,55,25,47,26,72,25,51,28,,,
809,22,56,25,47,26,70,25,51,28,,,
810,22,55,25,47,26,70,25,51,28,,,
811,22,56,25,47,26,72,25,51,28,,,
812,22,56,25,47,26,72,25,51,28,,,
813,22,55,25,47,26,72,25,51,28,,,
814,22,54,25,47,26,73,25,50,28,,,
815,22,54,25,47,26,71,25,50,28,,,
816,22,55,25,47,26,70,25,50,28,,,
817,22,55,25,47,26,71,25,50,28,,,
818,22,56,25,47,26,71,25,50,28,,,
819,22,53,25,46,26,71,25,50,28,,,
820,22,54,25,46,26,72,25,50,28,,,
821,22,54,25,47,26,71,25,50,28,,,
822,22,53,25,46,26,71,25,50,28,,,
823,22,54,25,46,26,71,25,49,28,,,
824,22,55,25,46,26,71,25,49,28,,,
825,22,55,25,46,26,70,25,49,28,,,
826,22,56,25,46,26,72,25,49,28,,,
827,22,55,25,46,26,70,25,50,28,,,
828,22,54,25,46,26,69,25,50,28,,,
829,23,55,25,46,26,71,25,50,28,,,
830,23,53,25,46,26,72,25,50,28,,,
831,23,54,25,47,26,71,25,51,28,,,
832,23,53,25,45,26,73,25,51,28,,,
833,23,53,25,45,26,71,25,50,28,,,
834,23,53,25,46,26,70,25,50,28,,,
835,23,54,25,46,26,72,25,50,28,,,
836,23,54,25,46,26,72,25,50,28,,,
837,23,54,25,46,26,70,25,50,28,,,
838,23,54,25,45,26,70,25,50,28,,,
839,23,54,25,46,26,70,25,49,28,,,
840,23,53,25,46,26,69,25,49,28,,,
841,23,54,25,46,26,72,25,49,28,,,
842,23,53,25,45,26,72,25,49,28,,,
843,23,55,25,46,26,72,25,49,28,,,
844,23,55,25,46,26,72,25,49,28,,,
845,23,55,25,45,26,73,25,52,28,,,
846,23,55,25,46,26,76,25,54,28,,,
847,23,56,25,45,26,79,25,55,28,,,
848,23,54,25,46,26,76,25,55,28,,,
849,23,56,25,48,26,76,25,56,28,,,
850,23,57,25,49,26,76,25,58,28,,,
851,23,57,25,49,26,76,25,59,28,,,
852,23,58,25,50,26,76,25,60,28,,,
853,23,57,25,50,26,76,25,60,28,,,
854,23,57,25,52,26,77,25,60,28,,,
855,23,57,25,52,26,77,25,60,28,,,
856,23,57,25,53,26,75,25,60,28,,,
857,23,58,25,53,26,77,25,60,28,,,
858,23,59,25,53,26,76,25,60,28,,,
859,23,59,25,53,26,76,25,60,28,,,
860,23,59,25,54,26,75,25,60,28,,,
861,23,59,25,54,26,76,25,59,28,,,
862,23,60,25,54,26,74,25,59,28,,,
863,23,60,25,53,26,75,25,59,28,,,
864,23,59,25,53,26,76,25,58,28,,,
865,23,58,25,53,26,76,25,58,28,,,
866,23,57,25,52,26,78,25,58,28,,,
867,23,57,25,52,26,76,25,57,28,,,
868,23,57,25,52,26,75,25,57,28,,,
869,23,58,25,51,26,74,25,56,28,,,
870,23,58,25,51,26,73,25,56,28,,,
871,23,58,25,51,26,75,25,56,28,,,
872,23,56,25,51,26,74,25,56,28,,,
873,23,57,25,51,26,74,25,55,28,,,
874,23,57,25,50,26,75,25,55,28,,,
875,23,58,25,50,26,74,25,55,28,,,
876,23,57,25,50,26,74,25,54,28,,,
877,22,57,25,50,26,73,25,54,28,,,
878,22,56,25,49,26,72,25,54,28,,,
879,22,56,25,50,26,73,25,54,28,,,
880,22,57,25,50,26,73,25,54,28,,,
881,22,56,25,50,26,73,25,54,28,,,
882,22,55,25,49,26,72,25,53,28,,,
883,22,56,25,49,26,72,25,53,28,,,
884,22,56,25,49,26,74,25,53,28,,,
885,22,57,25,49,26,74,25,53,28,,,
886,22,57,25,48,26,74,25,53,28,,,
887,22,57,25,48,26,72,25,52,28,,,
888,22,56,25,48,26,73,25,52,28,,,
889,22,56,25,48,26,72,25,52,28,,,
890,22,54,25,48,26,72,25,52,28,,,
891,22,54,25,48,26,73,25,52,28,,,
892,22,55,25,48,26,72,25,52,28,,,
