slno, Wall_1,Humid1, Wall_2,Humid2, Wall3,Humid3, Wall_4,Humid4, Outside, T_m, U_PID, Fanspeed
893,22,56,25,48,26,72,25,52,28,,,
894,22,55,25,48,26,73,25,52,28,,,
895,22,54,25,47,26,74,25,52,28,,,
896,22,55,25,47,26,74,25,51,28,,,
897,22,54,25,47,26,72,25,51,28,,,
898,22,54,25,47,26,71,25,51,28,,,
899,22,54,25,47,26,72,25,51,28,,,
900,22,54,25,47,26,71,25,51,28,,,
901,22,55,25,47,26,71,25,50,28,,,
902,22,54,25,47,26,70,25,50,28,,,
903,22,54,25,46,26,71,25,50,28,,,
904,22,55,25,46,26,73,25,50,28,,,
905,22,54,25,46,26,72,25,50,28,,,
906,22,55,25,46,26,72,25,50,28,,,
907,22,54,25,46,26,71,25,50,28,,,
908,22,53,25,46,26,72,25,50,28,,,
909,22,54,25,46,26,71,25,50,28,,,
910,22,54,25,46,26,70,25,50,28,,,
911,22,53,25,46,26,72,25,50,28,,,
912,22,54,25,46,26,71,25,50,28,,,
913,22,53,25,46,26,72,25,49,28,,,
914,22,52,25,46,26,71,25,49,28,,,
915,22,54,25,46,26,70,25,50,28,,,
916,22,54,25,46,26,71,25,49,28,,,
917,22,54,25,46,26,71,25,49,28,,,
918,22,54,25,45,26,71,25,49,28,,,
919,22,53,25,46,26,71,25,49,28,,,
920,22,54,25,45,26,72,25,49,28,,,
921,22,52,25,45,26,72,25,49,28,,,
922,22,52,25,46,26,71,25,49,28,,,
923,22,53,25,46,26,72,25,49,28,,,
924,22,53,25,45,26,71,25,49,28,,,
925,22,53,25,46,26,71,25,49,28,,,
926,22,53,25,46,26,71,25,49,28,,,
927,22,52,25,45,26,72,25,49,28,,,
928,22,52,25,45,26,72,25,49,28,,,
929,22,53,25,45,26,72,25,49,28,,,
930,22,53,25,45,26,70,25,49,28,,,
931,22,52,25,45,26,71,25,48,28,,,
932,22,53,25,45,26,70,25,49,28,,,
933,22,53,25,45,26,70,25,49,28,,,
934,22,53,25,45,26,70,25,48,28,,,
935,22,52,25,45,26,69,25,48,28,,,
936,22,53,25,45,25,69,25,48,28,,,
937,22,54,25,45,25,70,25,48,28,,,
938,22,52,25,45,25,69,25,48,28,,,
939,22,52,25,45,25,69,25,48,28,,,
940,22,52,25,45,25,70,25,48,28,,,
941,22,52,25,44,25,70,25,48,28,,,
942,22,52,25,44,25,71,25,48,28,,,
943,22,53,25,45,25,67,25,48,28,,,
944,22,52,25,45,25,68,25,49,28,,,
945,22,52,25,45,25,71,24,50,28,,,
946,22,52,25,44,25,71,24,50,28,,,
947,22,53,25,44,25,67,24,49,28,,,
948,22,52,25,45,25,70,24,49,28,,,
949,22,53,25,44,25,69,24,49,28,,,
950,22,52,25,44,25,70,24,49,28,,,
951,22,53,25,44,25,70,24,49,28,,,
952,22,52,25,44,25,70,24,49,28,,,
953,22,53,25,44,25,68,24,49,28,,,
954,22,54,25,45,25,70,24,49,28,,,
955,22,53,25,44,25,69,24,48,28,,,
956,22,52,25,44,25,69,24,48,28,,,
957,22,52,25,44,25,70,24,48,28,,,
958,22,52,25,44,25,69,24,48,28,,,
959,22,52,25,44,25,68,24,48,28,,,
960,22,52,25,44,25,70,24,48,28,,,
961,22,52,25,44,25,70,24,49,28,,,
962,22,52,25,45,25,71,24,48,28,,,
963,22,54,25,45,25,70,24,48,28,,,
964,22,56,25,44,25,71,24,48,28,,,
965,22,57,25,44,25,71,24,51,28,,,
966,23,56,25,45,25,73,24,54,28,,,
967,23,56,25,46,25,74,24,55,28,,,
968,23,55,25,46,25,77,24,56,28,,,
969,23,56,25,48,25,75,24,58,28,,,
970,23,57,25,48,25,79,24,59,28,,,
971,23,57,25,48,25,75,24,60,28,,,
972,23,57,25,49,25,74,24,60,28,,,
973,23,57,25,49,25,76,24,60,28,,,
974,23,60,25,50,25,76,24,61,28,,,
975,23,60,25,51,25,77,24,61,28,,,
976,23,56,25,52,26,78,24,60,28,,,
977,23,56,25,53,26,78,24,61,28,,,
978,23,58,25,53,26,75,24,60,28,,,
979,23,57,25,53,26,76,25,60,28,,,
980,23,58,25,53,26,75,25,60,28,,,
981,23,58,25,54,26,75,25,60,28,,,
982,23,58,25,54,26,73,25,60,28,,,
983,23,58,25,53,26,75,25,59,28,,,
984,23,58,25,53,26,76,25,59,28,,,
985,23,57,25,53,26,76,25,59,28,,,
986,23,57,25,52,26,75,25,58,28,,,
987,23,58,25,52,26,77,25,58,28,,,
988,23,57,25,52,26,77,25,57,28,,,
989,22,58,25,52,26,77,25,57,28,,,
990,22,57,25,51,26,79,25,57,28,,,
991,22,57,25,51,26,75,25,57,28,,,
992,22,57,25,51,26,74,25,56,28,,,
993,22,56,25,51,26,74,25,56,28,,,
994,22,57,25,50,26,75,25,55,28,,,
995,22,57,25,50,26,76,25,55,28,,,
996,22,56,25,50,26,78,25,55,28,,,
997,22,57,25,50,26,73,25,54,28,,,
998,22,57,25,49,26,73,25,54,28,,,
999,22,56,25,49,26,72,25,54,28,,,
1000,22,57,25,49,26,75,25,54,28,,,
1001,22,57,25,49,26,73,25,54,28,,,
1002,22,56,25,49,26,74,25,53,28,,,
1003,22,56,25,49,26,73,25,53,28,,,
1004,22,56,25,49,26,72,25,53,28,,,
1005,22,55,25,49,26,74,25,53,28,,,
1006,22,55,25,49,26,73,25,53,28,,,
1007,22,55,25,48,26,72,25,53,28,,,
1008,22,55,25,48,26,71,25,52,28,,,
1009,22,55,25,48,26,71,25,52,28,,,
1010,22,55,25,48,26,70,25,52,28,,,
1011,22,54,25,48,26,70,25,52,28,,,
1012,22,55,25,48,26,71,25,52,28,,,
1013,22,54,25,48,26,70,25,52,28,,,
1014,22,54,25,48,26,71,25,52,28,,,
1015,22,55,25,47,26,71,25,52,28,,,
1016,22,55,25,48,26,72,24,51,28,,,
1017,22,57,25,47,26,72,24,54,28,,,
1018,22,59,25,48,26,74,24,56,28,,,
1019,23,58,25,48,26,74,24,57,28,,,
1020,23,57,25,48,26,75,24,58,28,,,
1021,23,57,25,49,26,76,24,59,28,,,
1022,23,57,25,50,26,76,24,60,28,,,
1023,23,58,25,52,26,77,24,62,28,,,
1024,23,59,25,52,26,77,24,62,28,,,
1025,23,59,25,52,26,78,24,63,28,,,
1026,23,59,25,53,26,79,24,63,28,,,
1027,23,59,25,53,26,78,24,63,28,,,
1028,23,59,25,54,26,78,24,62,28,,,
1029,23,59,25,55,26,76,24,63,28,,,
1030,23,59,25,55,26,74,24,63,28,,,
1031,23,62,25,55,26,75,24,62,28,,,
1032,23,61,25,55,26,76,24,62,28,,,
1033,23,61,25,55,26,76,24,62,28,,,
1034,23,61,25,55,26,76,24,62,28,,,
1035,23,61,25,55,26,76,24,61,28,,,
1036,23,60,25,55,26,77,24,61,28,,,
1037,23,59,25,54,26,75,25,60,28,,,
1038,23,59,25,54,26,79,25,60,28,,,
1039,23,59,25,54,26,79,25,59,28,,,
1040,23,59,25,53,26,76,25,59,28,,,
1041,23,58,25,53,26,77,25,58,28,,,
1042,23,58,25,53,26,79,25,58,28,,,
1043,22,59,25,53,26,75,25,58,28,,,
1044,22,58,25,52,26,74,25,57,28,,,
1045,22,58,25,52,26,77,25,57,28,,,
1046,22,58,25,52,26,77,25,57,28,,,
1047,22,58,25,52,26,76,25,57,28,,,
1048,22,57,25,51,26,73,25,56,28,,,
1049,22,57,25,51,26,75,25,56,28,,,
1050,22,57,25,51,26,75,25,56,28,,,
1051,22,57,25,50,26,75,25,55,28,,,
1052,22,57,25,50,26,74,25,55,28,,,
1053,22,57,25,50,26,73,25,55,28,,,
1054,22,56,25,50,26,75,25,55,28,,,
1055,22,57,25,50,26,73,25,54,28,,,
1056,22,57,25,50,26,74,24,54,28,,,
1057,22,57,25,50,25,74,24,54,28,,,
1058,22,57,25,49,25,74,24,54,28,,,
1059,22,56,25,49,25,72,24,54,28,,,
1060,22,57,25,49,25,71,24,53,28,,,
1061,22,56,25,49,25,73,24,53,28,,,
1062,22,56,25,49,25,75,24,53,28,,,
1063,22,57,25,49,25,71,24,53,28,,,
1064,22,56,25,49,25,71,24,53,28,,,
1065,22,56,25,49,25,73,24,53,28,,,
1066,22,56,25,48,25,73,24,52,28,,,
1067,22,57,25,49,25,70,24,52,28,,,
1068,22,59,25,48,25,72,24,53,28,,,
1069,22,59,25,48,25,74,24,55,28,,,
1070,22,59,25,48,25,77,24,57,28,,,
1071,22,59,25,48,25,77,24,58,28,,,
1072,23,58,25,49,25,77,24,59,28,,,
1073,23,58,25,50,25,76,24,60,28,,,
1074,23,59,25,51,25,79,24,62,28,,,
1075,23,59,25,52,25,78,24,63,28,,,
1076,23,60,25,53,25,77,24,64,28,,,
1077,23,59,25,52,25,78,24,64,28,,,
1078,23,60,25,53,25,79,24,64,28,,,
1079,23,60,25,54,25,79,24,63,28,,,
1080,23,59,25,55,25,79,24,63,28,,,
1081,23,59,25,56,25,78,24,64,28,,,
1082,23,60,25,56,25,80,24,63,28,,,
1083,23,63,25,56,25,78,24,63,28,,,
1084,23,63,25,56,25,82,24,64,28,,,
1085,23,63,25,56,25,81,24,65,28,,,
1086,23,62,25,56,25,80,24,65,28,,,
1087,23,63,25,56,26,82,24,66,28,,,
1088,23,62,25,56,26,82,24,66,28,,,
1089,23,63,25,58,26,82,24,67,28,,,
1090,23,62,25,58,26,81,24,68,28,,,
1091,23,62,25,58,26,82,24,69,28,,,
1092,23,64,25,58,26,83,24,69,28,,,
1093,23,65,25,59,26,84,24,69,28,,,
1094,23,63,25,60,26,85,24,69,28,,,
1095,23,63,25,60,26,84,24,69,28,,,
1096,23,63,25,60,26,82,25,69,28,,,
1097,23,64,25,60,26,81,25,68,28,,,
1098,23,65,25,60,26,81,25,68,28,,,
1099,23,65,25,61,26,81,25,68,28,,,
1100,23,64,25,60,26,84,25,67,28,,,
1101,23,65,25,60,26,81,25,67,28,,,
1102,23,64,25,59,26,80,25,66,28,,,
1103,23,63,25,59,26,80,25,65,28,,,
1104,23,63,25,59,26,79,25,65,28,,,
1105,23,63,25,58,26,80,25,64,28,,,
1106,23,63,25,58,26,79,25,64,28,,,
1107,23,63,25,57,26,80,25,63,28,,,
1108,23,62,25,57,26,78,25,63,28,,,
1109,23,62,25,57,26,79,25,62,28,,,
1110,23,63,25,56,26,79,25,62,28,,,
1111,23,62,25,56,26,79,25,62,28,,,
1112,23,62,25,56,26,78,25,62,28,,,
1113,23,61,25,55,26,77,25,61,28,,,
1114,23,62,25,55,26,76,25,61,28,,,
1115,23,65,25,55,26,77,25,60,28,,,
1116,23,64,25,55,26,78,25,61,28,,,
1117,23,64,25,55,26,79,25,63,28,,,
1118,23,64,25,55,26,81,25,64,28,,,
1119,23,64,25,55,26,81,25,65,28,,,
1120,23,64,25,55,26,83,25,67,28,,,
1121,23,64,25,57,26,83,25,67,28,,,
1122,23,65,25,58,26,83,25,68,28,,,
1123,23,66,25,58,26,82,25,68,28,,,
1124,23,65,25,58,26,83,25,69,28,,,
1125,23,64,25,58,26,82,25,69,28,,,
1126,23,64,25,59,26,83,25,69,28,,,
1127,23,64,25,59,26,84,25,68,28,,,
1128,23,64,25,60,26,84,25,68,28,,,
1129,23,64,25,61,26,81,25,68,28,,,
1130,23,64,25,61,26,80,25,68,28,,,
1131,23,65,25,60,26,81,25,68,28,,,
1132,23,65,25,60,26,81,25,67,28,,,
1133,23,65,25,60,26,83,25,66,28,,,
1134,23,64,25,60,26,81,25,66,28,,,
1135,23,64,25,60,26,80,25,66,28,,,
1136,23,63,25,59,26,81,25,65,28,,,
1137,23,64,25,58,26,79,25,65,28,,,
1138,23,63,25,58,26,79,25,64,28,,,
1139,23,63,25,58,26,80,25,63,28,,,
1140,23,63,25,57,26,79,25,63,28,,,
1141,23,63,25,57,26,78,25,62,28,,,
1142,23,63,25,56,26,78,25,62,28,,,
1143,23,63,25,56,26,79,25,62,28,,,
1144,23,62,25,56,26,79,25,61,28,,,
1145,23,61,25,55,26,77,25,61,28,,,
1146,23,62,25,55,26,80,25,60,28,,,
1147,23,64,25,55,26,77,25,60,28,,,
1148,23,65,25,55,26,81,25,62,28,,,
1149,23,64,25,55,26,83,25,65,28,,,
1150,23,62,25,55,26,84,25,65,28,,,
1151,23,64,25,56,26,82,25,65,28,,,
1152,23,64,25,58,26,82,25,67,28,,,
1153,23,64,25,58,26,82,25,68,28,,,
1154,23,65,25,59,26,82,25,69,28,,,
1155,23,65,25,59,26,83,25,69,28,,,
1156,23,64,25,59,26,84,25,69,28,,,
1157,23,64,25,59,26,83,25,69,28,,,
1158,23,64,25,61,26,84,25,69,28,,,
1159,23,64,25,61,26,83,25,69,28,,,
1160,23,64,25,61,26,81,25,69,28,,,
1161,23,65,25,61,26,81,25,69,28,,,
1162,23,66,25,61,26,82,25,68,28,,,
1163,23,68,25,60,26,83,25,68,28,,,
1164,23,67,25,60,26,82,25,67,28,,,
1165,23,65,25,60,26,81,25,67,28,,,
1166,23,65,25,60,26,82,25,66,28,,,
1167,23,64,25,59,26,81,25,65,28,,,
1168,23,63,25,59,26,79,25,65,28,,,
1169,23,63,25,58,26,81,25,64,28,,,
1170,23,65,25,58,26,82,25,63,28,,,
1171,23,63,25,58,26,78,25,63,28,,,
1172,23,63,25,57,26,80,25,62,28,,,
1173,23,63,25,57,26,82,25,62,28,,,
1174,23,63,25,56,26,78,25,62,28,,,
1175,23,63,25,56,26,77,25,61,28,,,
1176,23,63,25,55,26,77,25,61,28,,,
1177,23,64,25,55,26,79,25,62,28,,,
1178,23,65,25,55,26,79,25,62,28,,,
1179,23,65,25,55,26,82,25,64,28,,,
1180,23,64,25,56,26,81,24,65,28,,,
1181,23,64,25,55,26,82,24,65,28,,,
1182,23,63,25,56,26,85,24,67,28,,,
1183,23,66,25,57,26,84,24,68,28,,,
1184,23,64,25,58,26,86,24,68,28,,,
1185,23,65,25,58,26,86,24,69,28,,,
1186,23,64,25,59,26,85,24,69,28,,,
1187,23,65,25,59,26,84,24,70,28,,,
1188,23,64,25,60,26,84,24,69,28,,,
1189,23,64,25,60,26,83,24,69,28,,,
1190,23,64,25,61,26,84,24,69,28,,,
1191,23,65,25,61,26,82,24,69,28,,,
1192,23,66,25,61,26,85,24,69,28,,,
1193,23,67,25,61,26,85,24,68,28,,,
1194,23,66,25,60,26,81,24,68,28,,,
1195,23,65,25,60,26,80,24,67,28,,,
1196,23,66,25,60,26,80,24,66,28,,,
1197,23,64,25,59,26,81,24,66,28,,,
1198,23,64,25,59,26,81,24,65,28,,,
1199,23,64,25,59,26,78,24,64,28,,,
1200,23,63,25,58,26,80,24,64,28,,,
1201,23,64,25,58,26,78,24,63,28,,,
1202,23,64,25,57,26,78,24,63,28,,,
1203,23,65,25,57,26,80,24,62,28,,,
1204,23,65,25,57,26,79,24,63,28,,,
1205,23,65,25,57,26,80,24,64,28,,,
1206,23,65,25,57,26,81,24,66,28,,,
1207,23,65,25,57,26,84,24,66,28,,,
1208,23,63,25,57,26,85,24,67,28,,,
1209,23,66,25,58,26,85,24,69,28,,,
1210,24,65,25,59,26,83,24,70,28,,,
1211,24,67,25,59,26,83,24,70,28,,,
1212,24,66,25,60,26,83,24,71,28,,,
1213,24,66,25,60,26,84,24,71,28,,,
1214,24,67,25,60,26,85,24,71,28,,,
1215,24,66,25,61,26,88,24,73,28,,,
1216,24,68,25,61,26,88,24,73,28,,,
1217,24,67,25,62,26,85,24,73,28,,,
1218,24,68,25,62,26,86,24,73,28,,,
1219,24,67,25,63,26,86,24,74,28,,,
1220,24,68,25,63,26,86,24,74,28,,,
1221,24,69,25,64,26,88,24,74,28,,,
1222,24,68,25,64,26,88,24,75,28,,,
1223,24,69,25,65,26,87,24,75,28,,,
1224,24,69,25,65,26,87,24,76,28,,,
1225,24,68,25,65,26,88,24,76,28,,,
1226,24,67,25,66,26,89,24,75,28,,,
1227,24,68,25,67,26,87,24,75,28,,,
1228,24,68,25,67,26,87,24,75,28,,,
1229,24,69,25,67,26,85,24,74,28,,,
1230,24,69,25,67,26,83,24,74,28,,,
1231,24,69,25,66,26,84,24,73,28,,,
1232,24,70,25,66,26,83,24,72,28,,,
1233,24,71,25,65,26,85,24,72,28,,,
1234,24,69,25,64,26,85,24,71,28,,,
1235,24,69,25,64,26,82,24,70,28,,,
1236,23,67,25,63,26,82,24,70,28,,,
1237,23,67,25,63,26,83,24,69,28,,,
1238,23,66,25,62,26,85,24,68,28,,,
1239,23,66,25,62,26,80,24,68,28,,,
1240,23,67,25,62,26,80,24,67,28,,,
1241,23,66,25,61,26,79,24,67,28,,,
1242,23,66,25,61,26,84,24,66,28,,,
1243,23,66,25,60,26,83,24,66,28,,,
1244,23,65,25,60,26,79,24,65,28,,,
1245,23,67,25,60,26,79,24,65,28,,,
1246,23,68,25,60,26,80,24,65,28,,,
1247,23,68,25,59,26,84,24,67,28,,,
1248,23,68,25,59,26,84,24,68,28,,,
1249,23,68,25,59,26,86,24,69,28,,,
1250,23,66,25,59,26,84,24,70,28,,,
1251,23,67,25,61,26,84,24,71,28,,,
1252,23,68,25,62,26,85,24,72,28,,,
1253,23,69,25,62,26,86,24,72,28,,,
1254,23,68,25,62,26,86,24,73,28,,,
1255,23,68,25,62,26,86,24,73,28,,,
1256,23,68,25,63,26,86,24,74,28,,,
1257,23,67,25,63,26,87,24,74,28,,,
1258,23,68,25,63,26,87,24,75,28,,,
1259,23,68,25,63,26,87,24,75,28,,,
1260,23,69,25,64,26,88,24,75,28,,,
1261,23,69,25,65,26,88,24,76,28,,,
1262,23,71,25,65,26,87,24,76,28,,,
1263,23,70,25,66,26,88,24,76,28,,,
1264,23,70,25,66,26,88,24,77,28,,,
1265,23,71,25,67,26,87,24,77,28,,,
1266,23,71,25,67,26,88,24,77,28,,,
1267,23,70,25,67,26,88,25,77,28,,,
1268,23,70,25,67,26,89,25,77,28,,,
1269,23,69,25,68,26,87,25,76,28,,,
1270,23,69,25,69,26,89,25,76,28,,,
1271,23,71,25,68,26,85,25,76,28,,,
1272,23,71,25,68,26,86,25,76,28,,,
1273,23,72,25,68,26,84,25,75,28,,,
1274,23,71,25,67,26,85,25,72,28,,,
1275,23,71,25,67,26,84,25,72,28,,,
1276,23,70,25,66,26,85,25,72,28,,,
1277,23,69,25,66,26,85,25,72,28,,,
1278,23,69,25,65,26,84,25,71,28,,,
1279,23,70,25,64,26,84,25,70,28,,,
1280,23,69,25,64,26,83,25,70,28,,,
1281,23,68,25,64,26,85,25,70,28,,,
1282,23,68,25,63,26,82,25,69,28,,,
1283,23,68,25,63,26,82,25,68,28,,,
1284,23,66,25,62,26,84,25,68,28,,,
1285,23,67,25,62,26,81,25,67,28,,,
1286,23,67,25,61,26,81,25,67,28,,,
1287,23,67,25,61,26,82,25,67,28,,,
1288,23,67,25,61,26,84,25,66,28,,,
1289,23,69,25,60,26,82,25,66,28,,,
1290,23,70,25,60,26,82,25,69,28,,,
1291,23,69,25,60,26,84,25,70,28,,,
1292,23,67,25,61,26,84,25,70,28,,,
1293,24,67,25,61,26,84,25,71,28,,,
1294,24,68,25,61,26,84,25,73,28,,,
1295,24,70,25,63,26,85,25,73,28,,,
1296,24,69,25,63,26,86,25,73,28,,,
1297,24,69,25,63,26,86,25,74,28,,,
1298,24,68,25,63,26,86,25,75,28,,,
1299,24,68,25,63,26,86,25,75,28,,,
1300,24,68,25,64,26,86,25,75,28,,,
1301,24,69,25,65,26,87,25,76,28,,,
1302,24,70,25,65,26,87,25,76,28,,,
1303,24,70,25,66,26,89,25,76,28,,,
1304,24,70,25,66,26,87,25,77,28,,,
1305,24,70,25,67,26,87,25,77,28,,,
1306,24,70,25,67,26,87,25,77,28,,,
1307,24,71,25,67,26,87,25,77,28,,,
1308,24,70,25,68,26,89,25,76,28,,,
1309,24,69,25,68,26,87,25,76,28,,,
1310,24,69,25,69,26,86,25,76,28,,,
1311,24,70,25,69,26,86,25,75,28,,,
1312,24,71,25,69,26,85,25,76,28,,,
1313,24,70,25,68,26,87,25,75,28,,,
1314,24,70,25,68,26,85,25,74,28,,,
1315,24,71,25,68,26,85,25,74,28,,,
1316,24,70,25,68,26,85,25,73,28,,,
1317,24,69,25,66,26,85,25,73,28,,,
1318,24,69,25,66,26,84,25,72,28,,,
1319,24,69,25,65,26,86,25,72,28,,,
1320,24,68,25,64,26,83,25,71,28,,,
1321,24,69,25,64,26,83,25,71,28,,,
1322,24,68,25,63,26,85,25,70,28,,,
1323,24,72,25,63,26,82,25,69,28,,,
1324,24,69,25,63,26,83,25,69,28,,,
1325,24,70,25,63,26,86,25,71,28,,,
1326,24,70,25,63,26,85,25,72,28,,,
1327,24,70,25,62,26,85,25,72,28,,,
1328,24,69,25,63,26,87,25,73,28,,,
1329,24,70,25,65,26,87,25,75,28,,,
1330,24,70,25,65,26,86,25,75,28,,,
1331,24,71,25,65,26,86,25,75,28,,,
1332,24,70,25,65,26,86,25,76,28,,,
1333,24,70,25,65,26,86,25,76,28,,,
1334,24,69,25,66,26,87,25,76,28,,,
1335,24,70,25,66,26,87,25,77,28,,,
1336,24,70,25,67,26,87,25,77,28,,,
1337,24,70,25,67,26,87,25,77,28,,,
1338,24,71,25,68,26,87,25,78,28,,,
1339,24,72,25,68,26,88,25,78,28,,,
1340,24,72,25,68,26,88,25,78,28,,,
1341,25,72,26,70,26,88,25,78,28,,,
1342,25,72,26,70,26,89,25,79,28,,,
1343,25,73,26,70,26,88,25,79,28,,,
1344,25,73,26,71,26,89,25,79,28,,,
1345,25,73,26,71,26,91,25,80,28,,,
1346,25,73,26,72,26,89,25,80,28,,,
1347,25,73,26,72,26,89,25,80,28,,,
1348,25,73,26,72,26,91,25,80,28,,,
1349,25,73,26,73,26,89,25,80,28,,,
1350,25,74,26,73,26,89,25,81,28,,,
1351,25,74,26,73,26,91,25,81,28,,,
1352,25,75,26,74,26,89,25,81,28,,,
1353,25,75,26,74,26,90,25,82,28,,,
1354,25,74,26,75,26,90,25,82,28,,,
1355,25,74,26,75,26,90,25,82,28,,,
1356,25,75,26,75,26,89,25,82,28,,,
1357,25,74,26,75,26,90,25,82,28,,,
1358,25,75,26,76,26,90,25,82,28,,,
1359,25,75,26,76,26,90,25,83,28,,,
1360,25,75,26,76,26,90,25,83,28,,,
1361,25,76,26,76,26,91,25,83,28,,,
1362,25,76,26,77,26,91,25,83,28,,,
1363,25,76,26,77,26,91,25,83,28,,,
1364,25,76,26,77,26,91,25,83,28,,,
1365,25,76,26,77,26,91,25,83,28,,,
1366,25,76,26,77,27,92,25,84,28,,,
1367,25,76,26,78,27,91,25,83,28,,,
1368,25,75,26,78,27,91,25,83,28,,,
1369,25,74,26,79,27,91,25,82,28,,,
1370,25,75,26,79,27,91,25,82,28,,,
1371,25,75,26,78,27,91,25,82,28,,,
1372,25,76,26,78,27,90,25,82,28,,,
1373,25,76,26,77,27,89,25,81,28,,,
1374,25,76,26,77,27,89,25,80,28,,,
1375,25,77,26,76,27,90,25,80,28,,,
1376,24,75,26,75,27,89,25,80,28,,,
1377,24,74,26,74,27,88,25,79,28,,,
1378,24,76,26,73,27,87,25,78,28,,,
1379,24,75,26,72,27,89,25,78,28,,,
1380,24,75,26,72,27,87,25,77,28,,,
1381,24,73,26,71,27,86,25,76,28,,,
1382,24,73,26,71,27,88,25,75,28,,,
1383,24,72,26,69,27,85,25,75,28,,,
1384,24,72,26,69,26,85,25,75,28,,,
1385,24,72,26,69,26,87,25,74,28,,,
1386,24,72,26,68,26,83,25,73,28,,,
1387,24,72,26,68,26,84,25,73,28,,,
1388,24,72,26,66,26,83,25,72,28,,,
1389,24,72,26,66,26,83,25,72,29,,,
1390,24,73,26,66,26,85,25,73,29,,,
1391,24,73,26,66,26,86,25,75,29,,,
1392,24,72,26,66,26,85,25,75,29,,,
1393,24,72,26,67,26,87,25,75,29,,,
1394,24,71,26,67,26,87,25,76,29,,,
1395,24,72,26,68,26,86,25,77,29,,,
1396,24,73,26,68,26,87,25,77,29,,,
1397,24,74,26,69,26,89,25,78,29,,,
1398,24,73,26,69,26,88,25,78,29,,,
1399,24,74,26,69,26,88,25,79,29,,,
1400,24,73,26,69,26,88,25,79,29,,,
1401,24,73,26,69,26,88,25,79,29,,,
1402,24,73,26,70,26,88,25,80,29,,,
1403,25,73,26,71,26,88,25,80,29,,,
1404,25,72,26,71,26,89,25,80,29,,,
1405,25,73,26,73,26,91,25,80,29,,,
1406,25,73,26,73,26,90,25,80,29,,,
1407,25,74,26,73,26,89,25,81,29,,,
1408,25,74,26,74,26,89,25,81,29,,,
1409,25,74,26,74,26,90,25,81,29,,,
1410,25,74,26,74,26,89,25,81,29,,,
1411,25,74,26,75,26,90,25,81,29,,,
1412,25,74,26,75,26,92,25,82,29,,,
1413,25,75,26,75,26,89,25,82,29,,,
1414,25,75,26,75,26,90,25,82,29,,,
1415,25,75,26,76,26,90,25,82,29,,,
1416,25,75,26,76,26,89,25,82,29,,,
1417,25,75,26,76,26,92,25,83,29,,,
1418,25,75,26,76,26,90,25,83,29,,,
1419,25,75,26,77,26,91,25,83,29,,,
1420,25,75,26,77,26,91,25,83,29,,,
1421,25,75,26,77,26,92,25,83,29,,,
1422,25,75,26,77,26,90,25,83,29,,,
1423,25,76,26,78,27,90,25,83,29,,,
1424,25,75,26,78,27,92,25,83,29,,,
1425,25,74,26,78,27,89,25,83,29,,,
1426,25,74,26,78,27,90,25,82,29,,,
1427,25,75,26,78,27,89,25,82,29,,,
1428,25,75,26,77,27,91,25,81,29,,,
1429,25,76,26,77,27,89,25,81,29,,,
1430,25,75,26,75,27,88,25,81,29,,,
1431,25,75,26,75,27,90,25,80,29,,,
1432,24,75,26,74,27,87,25,79,29,,,
1433,24,75,26,73,27,87,25,79,29,,,
1434,24,75,26,73,27,86,25,78,29,,,
1435,24,75,26,72,27,86,25,77,29,,,
1436,24,72,26,70,27,87,25,75,29,,,
1437,24,73,26,70,27,85,25,75,29,,,
1438,24,72,26,70,26,82,25,74,29,,,
1439,24,73,26,69,26,85,25,74,29,,,
1440,24,71,26,69,26,83,25,73,29,,,
1441,24,71,26,68,26,82,25,72,29,,,
1442,24,72,26,67,26,82,25,72,29,,,
1443,24,72,26,67,26,82,25,72,29,,,
1444,24,73,26,67,26,84,25,72,29,,,
1445,24,73,26,66,26,82,25,73,29,,,
1446,24,74,26,66,26,84,25,74,29,,,
1447,24,73,26,66,26,86,25,75,29,,,
1448,24,72,26,67,26,86,25,75,29,,,
1449,24,71,26,67,26,86,25,74,29,,,
1450,24,71,26,67,26,86,25,74,29,,,
1451,24,71,26,68,26,86,25,75,29,,,
1452,24,72,26,68,26,86,25,75,29,,,
1453,24,72,26,68,26,85,25,75,29,,,
1454,25,72,26,68,26,87,25,75,29,,,
1455,25,72,26,69,26,87,25,76,29,,,
1456,25,72,26,69,26,87,25,76,29,,,
1457,25,72,26,69,26,87,25,76,29,,,
1458,25,71,26,70,26,87,25,76,29,,,
1459,25,72,26,70,26,86,25,76,29,,,
1460,25,71,26,71,26,88,25,76,29,,,
1461,25,71,26,71,26,87,25,76,29,,,
1462,25,71,26,71,26,88,25,76,29,,,
1463,25,71,26,71,26,87,25,76,29,,,
1464,25,72,26,71,26,88,25,76,29,,,
1465,25,72,26,72,26,89,26,77,29,,,
1466,25,72,26,72,26,88,26,78,29,,,
1467,25,72,26,72,26,88,26,78,29,,,
1468,25,72,26,72,26,90,26,78,29,,,
1469,25,72,26,72,26,89,26,78,29,,,
1470,25,72,26,73,26,88,26,78,29,,,
1471,25,72,26,73,26,88,26,78,29,,,
1472,25,72,26,73,26,88,26,78,29,,,
1473,25,73,26,73,26,89,26,79,29,,,
1474,25,74,26,73,26,89,26,79,29,,,
1475,25,74,26,74,26,89,26,79,29,,,
1476,26,74,26,74,27,88,26,79,29,,,
1477,26,75,26,74,27,89,26,79,29,,,
